INCIDENT_TYPE,IncidentRole,FILENUM,CASENUM,Time Occurred,Date Occurred,OCCURRED_DAY,STREET_N,STREET,CITY,STATE,ZIPCODE,PRECINCT,Incident Precinct,UoF_1,UoF_1_Zones,UoF_1_Effective,UoF_1_Deployed_Only,UoF_1_Arc_Display_Only,UoF_2,UoF_2_Zones,UoF_2_Effective,UoF_2_Deployed_Only,UoF_2_Arc_Display_Only,UoF_3,UoF_3_Zones,UoF_3_Effective,UoF_3_Deployed_Only,UoF_3_Arc_Display_Only,UoF_4,UoF_4_Zones,UoF_4_Effective,UoF_4_Deployed_Only,UoF_4_Arc_Display_Only,UoF_5,UoF_5_Zones,UoF_5_Effective,UoF_5_Deployed_Only,UoF_5_Arc_Display_Only,UoF_6,UoF_6_Zones,UoF_6_Effective,UoF_6_Deployed_Only,UoF_6_Arc_Display_Only,UoF_7,UoF_7_Zones,UoF_7_Effective,UoF_7_Deployed_Only,UoF_7_Arc_Display_Only,UoF_8,UoF_8_Zones,UoF_8_Effective,UoF_8_Deployed_Only,UoF_8_Arc_Display_Only,UoF_9,UoF_9_Zones,UoF_9_Effective,UoF_9_Deployed_Only,UoF_9_Arc_Display_Only,UoF_10,UoF_10_Zones,UoF_10_Effective,UoF_10_Deployed_Only,UoF_10_Arc_Display_Only,CIT_INFL_ASSMT,IN_BLUETEAM,STATUS,LL Used,40MM,BB,BB - OC,OC Can,OC Spray,CS Can,CS,Chem Other,FN303,BlueNose,Sting,NFDD,PB Launch,Baton,Orange,Other Wpn,Total
Level 2 - Use of Force,Officer,2020UOF-1003,2020-178585,21:00:00,6/2/20,Tuesday,1600,11 Av,Seattle,WA,98122,,Demonstration,Chemical Agent – Other,26,Yes,No,,Chemical Agent – Other,26,Yes,No,,Chemical Agent – Other,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0678,2020-178585,21:06:00,6/1/20,Monday,,1100 E Pine St,Seattle,WA,98122,,Demonstration,Chemical Agent – Other,13,Yes,No,,Chemical Agent – Other,11,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0631,2020-178585,21:00:00,6/1/20,Monday,,11 Ave/E Pine St,Seattle,WA,98122,,Demonstration,Chemical Agent – Other,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Blue Nose Device,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0659,2020-178585,21:30:00,6/1/20,Monday,1600,11 Ave,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,10,Yes,No,,Chemical Agent – Other,12,Yes,No,,Other Weapon - Other,12,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
Level 2 - Use of Force,Officer,2020UOF-0837,2020-178585,21:00:00,6/1/20,Monday,1519,12th Ave,Seattle,WA,98122,,Demonstration,Balls - Blast,26,Yes,No,,Blue Nose Device,12,Yes,No,,Chemical Agent – Other,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0622,2020-178585,21:00:00,6/1/20,Monday,1100,E Pine St,Seattle,WA,98001,E1 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,Blue Nose Device,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0716,2020-178585,21:10:00,6/1/20,Monday,1100,E Pine St,Seattle,WA,,,Demonstration,Balls - Blast,7,No,No,,Balls - OC,7,No,No,,Chemical Agent – OC Spray,14,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0749,2020-178585,21:15:00,6/1/20,Monday,,1100 E Pine St,Seattle,WA,98338,E2 | EDWARD | EAST,Demonstration,Balls - OC,26,Yes,No,,Balls - Blast,26,Yes,No,,Balls - Blast,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0984,2020-178585,21:10:00,6/1/20,Monday,1100,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - OC,26,Yes,No,,Balls - OC,26,Yes,No,,Balls - OC,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1216,2020-178585,21:00:00,6/1/20,Monday,,11 Av / E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – Other,,Yes,Yes,,Chemical Agent – Other,,Yes,Yes,,Chemical Agent – Other,,Yes,Yes,,Chemical Agent – OC Spray,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Suspended,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-0661,2020-178853,16:00:00,6/1/20,Monday,2746,NE 45 ST,Seattle,WA,98105,U3 | UNION | NORTH,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0990,2020-178853,16:30:00,6/1/20,Monday,2746,NE45 St,Seattle,,,U2 | UNION | NORTH,Demonstration,Balls - OC,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0778,2020-179105,18:39:00,6/1/20,Monday,110,Pike St,Seattle,WA,98101,M3 | MARY | WEST,Demonstration,Control Hold – Restraint,"6, 16",Yes,No,,Control Hold – Takedown,8,Yes,No,,Control Hold – Takedown,"18, 20, 16",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,No,Suspended,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 2 - Use of Force,Officer,2020UOF-1131,2020-179568,23:50:00,6/2/20,Tuesday,,1100 E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Blue Nose Device,,,,,Blue Nose Device,,,,,Blue Nose Device,,,,,40mm Launcher,,,,,40mm Launcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0626,2020-179568,0:15:00,6/3/20,Wednesday,1100,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,FN303,"12, 12, 26, 26, 22, 24, 24, 10, 10",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0754,2020-179568,23:00:00,6/2/20,Tuesday,1519,12 Ave,Seattle,WA,98107,E2 | EDWARD | EAST,Demonstration,Chemical Agent – Other,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0938,2020-179568,23:36:00,6/2/20,Tuesday,,1000 Block E Pine ST,Seattle,WA,98106,E1 | EDWARD | EAST,Demonstration,Chemical Agent – Other,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0880,2020-179568,23:40:00,6/2/20,Tuesday,1100,E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0665,2020-179568,23:30:00,6/2/20,Tuesday,1100,E Pine ST,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - Blast,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0697,2020-179568,,6/2/20,Tuesday,1519,12th Ave,Seattle,WA,98122,E3 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,26,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0720,2020-179568,1:00:00,6/3/20,Wednesday,1400,11 ave E,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Level 1 - Use of Force,Officer,2020UOF-0721,2020-179568,0:29:00,6/2/20,Tuesday,1600 blk,Harvard Av E,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0723,2020-179568,22:37:00,6/2/20,Tuesday,Pine St,Nagle Pl,seattle,WA,,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0739,2020-179568,23:40:00,6/2/20,Tuesday,1000 blk,E Pine St,Seattle,WA,98122,,Demonstration,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0753,2020-179568,23:36:00,6/2/20,Tuesday,1100,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0755,2020-179568,23:36:00,6/2/20,Tuesday,,11 Av E/E Pine St,Seattle,WA,98101,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0856,2020-179568,23:36:00,6/2/20,Tuesday,1100,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0857,2020-179568,23:36:00,6/2/20,Tuesday,1519,12th av,seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0879,2020-179568,23:30:00,6/2/20,Tuesday,1000 BLK,E Pine ST,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,26,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0902,2020-179568,23:30:00,6/2/20,Tuesday,1100,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Canister - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0927,2020-179568,23:36:00,6/1/20,Monday,11000,Pine st,seattle,WA,,E1 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,"14, 1",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1004,2020-179568,23:48:00,6/2/20,Tuesday,1100,Pine,Seattle,WA,98101,E2 | EDWARD | EAST,Demonstration,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-1055,2020-179568,23:46:00,6/2/20,Tuesday,1600,11 Av,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Level 2 - Use of Force,Officer,2020UOF-0617,2020-179568,23:30:00,6/3/20,Wednesday,1000,E PINE ST,seattle,WA,98122,,Demonstration,FN303,"10, 10, 10",Yes,No,,FN303,"12, 12, 12",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0627,2020-179568,23:40:00,6/2/20,Tuesday,1100 blk,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,FN303,10,Yes,No,,FN303,12,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0619,2020-179568,0:30:00,6/3/20,Wednesday,,1000 E pine St,Seattle,WA,98012,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Blue Nose Device,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0646,2020-179568,23:40:00,6/2/20,Tuesday,1100,E Pine St,Seattle,WA,98001,G1 | GEORGE | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Blue Nose Device,10,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0722,2020-179568,23:37:00,6/2/20,Tuesday,1519,12th AV E,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Blue Nose Device,10,Yes,No,,Blue Nose Device,12,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1665,2020-179568,,6/2/20,Tuesday,,1100 E Pine St,Seattle,WA,,,Demonstration,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0620,2020-179568,23:37:00,6/2/20,Tuesday,1100,E. Pine,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,"1, 7",Yes,No,,Chemical Agent – OC Spray,2,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impaired by Alcohol or Drugs,Yes,Initial,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0724,2020-179568,23:40:00,6/2/20,Tuesday,1100,E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Canister - CS,,Yes,Yes,,Canister - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0878,2020-179568,23:36:00,6/2/20,Tuesday,1100,Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0950,2020-179568,23:36:00,6/2/20,Tuesday,1100blk,E. Pine St.,Seattle,WA,98408,E1 | EDWARD | EAST,Demonstration,Canister - CS,,Yes,Yes,,Canister - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-1005,2020-179568,23:36:00,6/2/20,Tuesday,1000,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - OC,26,Yes,No,,Balls - OC,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0853,2020-179568,,6/2/20,Tuesday,1601,11 Av,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Blue Nose Device,10,Yes,No,,Blue Nose Device,12,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
Level 2 - Use of Force,Officer,2020UOF-0630,2020-179568,23:30:00,6/2/20,Tuesday,1100 blk,1100 E Pine St,Seattle,WA,,E1 | EDWARD | EAST,Demonstration,Balls - OC,,No,Yes,,Balls - Blast,,No,Yes,,Chemical Agent – OC Spray,26,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0666,2020-179568,23:38:00,6/2/20,Tuesday,1519,12 Av,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Canister - OC,,No,Yes,,Canister - OC,,Yes,Yes,,Canister - OC,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1012,2020-179568,23:40:00,6/2/20,Tuesday,,1100 Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Canister - OC,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0855,2020-179568,23:40:00,6/2/20,Tuesday,,11 av / Pine St.,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,40mm Launcher,10,Yes,No,,Blue Nose Device,10,Yes,No,,Blue Nose Device,12,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-1132,2020-179568,23:50:00,6/2/20,Tuesday,,1100 E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Blue Nose Device,10,Yes,No,,40mm Launcher,,No,Yes,,40mm Launcher,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
Level 2 - Use of Force,Officer,2020UOF-0752,2020-179568,23:36:00,6/2/20,Tuesday,,1000 Blk Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,FN303,"11, 12, 22, 12, 10",Yes,No,,Balls - Blast,,Yes,Yes,,FN303,"10, 10, 10, 10",Yes,No,,FN303,"12, 12, 12, 12, 10",Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-0719,2020-179568,23:30:00,6/2/20,Tuesday,1100,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Blue Nose Device,"10, 12",Yes,No,,Blue Nose Device,10,Yes,No,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,4
Level 2 - Use of Force,Officer,2020UOF-0629,2020-179568,23:50:00,6/2/20,Tuesday,,1100 E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Blue Nose Device,10,Yes,No,,Blue Nose Device,10,Yes,No,,Blue Nose Device,10,Yes,No,,40mm Launcher,,Yes,Yes,,40mm Launcher,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0616,2020-179568,23:30:00,6/3/20,Wednesday,,11 Ave / E Pine St,Seattle,WA,98122,E1 | EDWARD | EAST,Demonstration,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
Level 2 - Use of Force,Officer,2020UOF-0960,2020-179568,23:36:00,6/2/20,Tuesday,1100,E Pine St,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Chemical Agent – OC Spray,2,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,1,Yes,No,,Chemical Agent – OC Spray,7,Yes,No,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,Initial,6,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-0645,2020-179568,,6/2/20,Tuesday,,1100 E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,Unimpaired,Yes,Initial,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
Level 2 - Use of Force,Officer,2020UOF-0618,2020-179568,0:30:00,6/3/20,Wednesday,1000,E. Pine St,Seattle,WA,,,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,FN303,"10, 10, 10",Yes,No,,FN303,"12, 12, 12",Yes,No,,FN303,"22, 22, 22",Yes,No,,,,,,,,,,,,,Yes,Initial,8,0,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,8
Level 2 - Use of Force,Officer,2020UOF-0854,2020-179568,21:00:00,6/2/20,Tuesday,1519,12th Ave,Seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Balls - Blast,,Yes,Yes,,Balls - Blast,,Yes,Yes,,Balls - OC,,Yes,Yes,,Balls - OC,,Yes,Yes,,Blue Nose Device,10,Yes,No,,Blue Nose Device,12,Yes,No,,Canister - CS,,Yes,Yes,,Canister - CS,,Yes,Yes,,,,,,,,,,,,,Yes,Initial,8,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,8
Level 1 - Use of Force,,2020UOF-1881,2020-181409,16:25:00,6/4/20,Thursday,12av,E Pine St,Seattle,WA,,E2 | EDWARD | EAST,Demonstration,Control Hold – Restraint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIT / Behavioral Crisis Event,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Level 1 - Use of Force,Officer,2020UOF-1882,2020-181409,16:21:00,6/4/20,Thursday,1100,e pine st,seattle,WA,98122,E2 | EDWARD | EAST,Demonstration,Control Hold – Restraint,4,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIT / Behavioral Crisis Event,Yes,Initial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
